FIPS,VEG_ACRESPTH07,FRESHVEG_ACRESPTH07,ORCHARD_ACRESPTH07,BERRY_ACRESPTH07,PC_DIRSALES07,AGRITRSM_RCT07,GHVEG_SQFTPTH07
21219,26.7,,1.915549263,2.748396769,32.19,7000,2822.353627
21221,4.56,4.576487358,0.450146298,0.375121915,10.92,,
21223,13.85,,14.49921927,1.896051751,26.36,,0
21225,0.99,,0.066480521,,2.97,0,0
21227,0.82,,1.837584342,0.114849021,2.26,,
21229,1.65,1.561957654,3.991669559,0.17355085,22.95,6000,
21231,3.21,3.207464645,1.263546678,0,3.06,0,
21233,,,2.016709882,0,,4000,0
21235,1.98,,0.600804556,0.078365812,1.7,,0
21237,2.13,2.105854275,2.24624456,,5.54,0,
21239,1.69,1.600525301,3.734559035,0.369351992,19.17,,
22001,,,0.988026459,,7.68,,0
22003,1.68,1.663764751,1.547688141,,1.68,,0
22005,,,0.361076006,0,0.33,,0
22007,,,,,2.53,0,0
22009,57.01,27.86927981,9.33715667,0.023698367,,,0
22011,4.86,3.968368081,4.859813084,0.948957584,13.52,,0
22013,10.56,10.28225806,,,5.18,,0
22015,0.25,,10.25419761,0.220322957,1.64,0,
22017,0.34,0.328824867,2.135380763,0.015846982,1,,
22019,0.61,,0.537115203,0.059679467,0.42,,0
22021,0,0,17.43905964,0,,,0
22023,0.81,0.830105147,4.012174875,,1.21,,0
22025,,,19.3264447,0,2.02,464000,0
22027,5.28,5.234008886,,,1.1,,0
22029,,,7.76791376,0,0.95,170000,0
22031,0.8,0.797963294,3.039860166,9.195577003,2.97,,0
22033,0.32,0.301834223,0.373810077,0.009287207,0.4,,0
22035,,,16.58595642,0,1.09,,0
22037,1.1,1.10037317,7.463400632,1.148215482,3.94,12000,
22039,24.74,,6.083607747,,1.28,,0
22041,230.7,231.0764929,51.07849011,0,17.5,,0
22043,3.59,,35.5517346,0.758571862,3.64,,0
22045,1.35,,1.002539767,,0.88,,
22047,0.15,0.151906426,4.466048914,0,,,
22049,2.91,2.918739635,0.331674959,,0.86,,0
22051,0.06,0.038606619,0,0,,0,0
22053,0.35,0.354415697,1.385443181,,7.07,70000,0
22055,,,1.042869744,0.019492892,0.33,0,0
22057,1.32,1.313508683,0.495257372,,1.29,0,0
22059,0.36,0.357321518,,,0.43,,0
22061,1.57,1.569270406,,0.210797517,,,0
22063,0.36,,0.170899272,0.324708617,3.31,0,0
22065,3.39,3.390979993,10.68158698,0,0.76,,0
22067,42.73,27.56401287,5.526794459,,1.46,,0
22069,0.71,0.693071848,99.18628231,,8.89,28000,0
22071,0,0,,0,,0,0
22073,0.69,0.680544436,4.783827062,0.04670403,1.04,,0
22075,5.46,,28.05226432,0,20.05,0,0
22077,,,94.17739564,,,,
22079,2.51,2.083599738,7.160963721,,2.16,,0
22081,12.19,,50.67308745,,5.99,,0
22083,10.07,,8.419403789,0,1.81,76000,0
22085,2.33,1.392346315,4.050462006,,2.71,,0
22087,0.24,0.239241604,0.448578008,0,,0,0
22089,0.87,0.866284218,0,0,1.08,0,0
22091,2.46,2.457234666,0.472545128,,5.48,6000,0
22093,2.76,2.777124029,0.753118381,,6.08,0,
22095,0.67,0.667919015,0.52181173,,,,0
22097,7.48,4.129651335,6.528573463,0.087631859,10.74,,
22099,0.33,0.251825737,5.888847994,,3.25,,0
22101,,,1.055450228,0,0.68,0,0
22103,0.15,0.154651702,0.371164085,0.176744803,0.19,,
22105,2.42,2.31631533,2.61017623,1.201372503,3.53,,
22107,0,0,110.9380408,0,,67000,0
22109,,,0.552348864,0,0.86,0,0
22111,2.29,,1.761493747,0,2.37,0,0
22113,0.77,0.772978123,2.282981898,0,3.07,222000,0
22115,1.22,,1.462763138,,2.1,0,0
22117,9.45,9.099181074,2.263698706,2.08615371,2.13,,
22119,0.39,0.392715134,1.472681753,,1.17,,0
22121,,,8.21699947,0,0,,0
22123,369.52,321.3289152,2.092779909,0,9.87,,0
22125,1,0.991407799,,,2.26,105000,
22127,1.68,,,,0.45,0,
23001,6.54,6.504522236,5.229860818,1.002858616,21.61,39000,
23003,806.97,395.7778148,0.888296691,2.526093715,15.72,,58.7386187
23005,2.4,,0.565170294,0.576038953,7.28,54000,
23007,3.04,2.989486413,2.955896678,1.881025159,17.46,,62.74562494
23009,3.4,3.372428523,2.323228538,209.6526399,18.27,,
23011,1.94,,1.383011321,2.956497255,10.31,50000,
23013,6.92,6.775598063,1.785626926,57.89834157,41.25,,211.5845604
23015,13.32,13.03538175,0.85947572,15.61380891,31.41,66000,873.2846297
23017,20.3,,15.10387224,4.275014132,20.79,17000,
23019,22.76,5.679562324,1.736169526,2.113012523,10.33,,159.6199269
23021,26.51,,1.746318179,24.91413936,17.42,,
23023,1.4,1.366792412,0.738067902,1.804165983,4.68,,41.16778744
23025,2.77,2.738183089,2.272109372,1.339961937,8.1,,
23027,3.43,3.357014599,2.784500481,17.72191428,23.21,28000,444.1148151
23029,1.65,1.58633313,1.738865162,881.757169,7.58,,
23031,3.71,3.688129393,1.506069011,0.710785045,13.59,220000,146.0141362
24001,0.72,,0.715612743,0.288997454,0.61,,
24003,0.59,0.58021978,0.244200244,0.033211233,1.37,167000,
24005,2.29,,0.215977508,0.038113678,1.77,1501000,44.72004868
24009,4.54,4.539316152,0.998649553,,2.71,,0
24011,203.89,37.30324811,1.880326328,0.45491766,73.54,52000,
24013,19.14,3.70779286,2.975680894,0.14169909,9.25,43000,51.20060458
24015,0.93,0.60362173,5.050301811,0.432595573,12.72,636000,
24017,2.83,2.807950409,0.17771838,0.063978617,2.49,80000,137.7672884
24019,280.51,38.50513192,,0.346325798,7.76,38000,
24021,2.38,2.338006383,1.395692023,0.23557859,11.43,600000,88.63088835
24023,3.74,,0.674581759,0.640852671,12.35,3000,
24025,1.71,,0.990362689,0.108190882,4.9,483000,11.31843073
24027,0.55,,0.255439027,,0.92,,0
24029,68.67,,2.063204509,1.207729469,9.26,212000,303.2407407
24031,0.48,0.48221385,0.255976956,0.094530909,3.36,1735000,
24033,0.79,0.538009533,0.067251192,0.044433823,0.98,25000,
24035,61.21,29.19006641,1.302555999,0.234887147,7.76,51000,
24037,6.94,6.862481449,0.747004512,0.249001504,7.09,,487.8835868
24039,9.29,,,,1.03,,0
24041,35.62,7.705740499,0.332621892,0,2.93,496000,0
24043,3.62,,12.00008276,0.344829964,18.51,38000,103.5317485
24045,19.69,18.73734506,1.060604437,0.621364216,6.37,127000,
24047,9.05,,,0.101582658,0.61,,0
24510,,,,,,0,
25001,0.37,0.37346004,,5.070957408,7.28,,85.29287366
25003,4.71,,1.69714097,0.399327287,13.28,,251.1154286
25005,3.28,3.116695164,0.51608211,1.70802976,3.45,218000,59.74614637
25007,,,0.447942663,0.575926281,,2000,
25009,1.46,1.456894741,0.665697222,0.158239504,6.77,,97.93661144
25011,39,31.12677823,7.85832718,3.56690028,48.14,,
25013,1.92,,0.502398686,0.290749878,4.75,151000,137.8924054
25015,26.94,25.72198095,2.106985915,1.15980876,21.39,,335.1525149
25017,1.03,1.013202812,0.472376161,0.119280063,4.43,1533000,55.84950109
25019,,,,,,0,
25021,0.48,,0.187465136,,2.82,,102.9290284
25023,1.42,1.410368344,0.12007465,22.87727353,3.2,303000,117.5551173
25025,,,0,0,,0,0
25027,2.1,,2.992372089,0.388179251,13.9,346000,62.31470408
26001,0.26,0.262927257,5.258545136,1.402278703,1.73,,0
26003,1.46,1.450777202,1.347150259,,6.47,0,0
26005,58.97,24.51292951,18.2430039,27.20510096,22.46,1133000,0
26007,2.86,2.858872595,2.1189291,1.345351809,6.23,,104.2647652
26009,62.3,,288.4782339,2.563148539,28.67,,0
26011,70.26,5.053543497,0.842257249,,4.53,4000,0
26013,2.31,2.303616678,8.408200875,0.345542502,13.06,0,0
26015,2.47,,0.592607643,0.406359527,10.05,,20.99524221
26017,72.29,29.47668408,0.54948637,0.251459864,7.53,,8.195728908
26019,6.64,,167.0943827,0.456230396,11.1,,
26021,48.98,44.6693269,104.3305855,9.287867606,53.29,2040000,200.517869
26023,78.69,5.642877219,4.540246038,0.345923508,12.52,41000,303.1154736
26025,3.76,,0.431636781,0.219476329,3.4,54000,
26027,106.86,42.5687421,30.14380531,1.323482933,12.96,1058000,427.0701643
26029,4.13,4.119150235,45.61577482,0.419543079,21,13000,
26031,2.02,2.011547774,2.048798659,,4.75,29000,
26033,0.64,,0.077309625,1.443113001,4.24,120000,
26035,1.08,1.075444028,,0.162946065,2.61,103000,
26037,8.33,,1.333620133,0.932100093,9,386000,
26039,,,0,,2.48,,0
26041,20.71,,2.8352101,0.561692567,1.55,173000,
26043,31.63,20.92250923,0.221402214,,1.23,,0
26045,11.2,,0.727903917,0.223970436,2.58,7000,
26047,5.27,5.268199234,1.077586207,0.239463602,13.36,,
26049,1.81,,1.105771667,0.154347295,3.51,,37.30136425
26051,3.63,3.617118489,1.522997259,0.114224794,9.78,61000,0
26053,0,0,0,0,1.98,,0
26055,11.07,,89.86629134,0.340136054,7.46,,506.9200094
26057,142.5,5.709162971,0.330282155,0.28309899,14.54,26000,0
26059,4.76,,4.092534356,0.473872399,15.98,350000,
26061,1.8,,0.887108313,1.917298612,4.69,,
26063,22.43,,1.294478897,0.481666566,11.07,110000,
26065,2.96,,0.358906627,0.283536235,3.24,,
26067,16.07,8.793165383,12.05741328,0.890249426,10.35,22000,0
26069,1.68,1.670399757,0.987054402,0.569454463,5.34,0,21.86705136
26071,29.83,,1.17311882,,0.99,,0
26073,12.22,,1.139515706,1.454381888,7.89,26000,0
26075,3.09,,1.31532041,0.276586067,5.16,38000,0
26077,8.33,1.872054478,3.30675125,,2.37,149000,530.0039648
26079,97.81,,0.407996736,0.466281984,13.32,,
26081,4.71,4.105300203,16.40294028,0.187585493,2.72,308000,
26083,0,0,0,0,0,0,0
26085,,,4.773484644,,3.42,,0
26087,38.79,,8.261764034,0.859920104,24.9,1990000,31.39252631
26089,6.92,6.897811886,738.2485953,3.33470376,20.16,231000,514.6864008
26091,29.99,3.982843137,6.601834282,0.385436433,7.13,,
26093,9.91,,0.858237715,0.251458184,3.2,485000,40.99861698
26095,,,1.3424821,0,6.26,,1288.782816
26097,,,1.650467632,0,1.93,,0
26099,3.62,3.587995777,0.674408083,0.065148545,4.23,,8.807118082
26101,18.18,6.416982807,82.41181693,4.762289127,35.32,,524.6589717
26103,4.07,,0.352950203,0.168802271,2.54,,
26105,160.71,22.98047707,141.2007125,3.10830161,17.36,,0
26107,,,2.605162524,0.26290631,12.08,193000,
26109,2.11,2.112851106,3.438561604,0.248570718,8.93,14000,0
26111,6.88,0.762748801,0.641677563,0.351106591,2.57,,145.285486
26113,25.9,,,0.13368984,9.21,,
26115,43.74,28.05164319,0.906364111,0.202138758,4.1,587000,
26117,367.91,25.70387229,11.52297433,0.429724181,9.4,,
26119,,,1.272015656,,7.65,36000,
26121,13.15,2.083106181,13.85294303,7.586408736,2.81,,0
26123,133.89,83.44838788,36.79038415,2.294323073,21.57,,126.6953626
26125,0.25,,0.262126034,0.020803653,0.6,,0.96528952
26127,474.27,85.73481854,573.1943945,3.916636723,24.83,,
26129,1.74,1.736437019,8.447531444,1.220198986,3.06,,0
26131,,,1.72736433,0,6.32,,0
26133,22.95,,3.851646687,0.562600078,12.82,106000,334.963431
26135,3.02,3.015075377,,0.335008375,15.01,,1165.829146
26137,17.63,17.28077099,0.498483779,0.207701574,5.09,,
26139,15.96,14.90293963,16.84646533,26.41726685,18.41,123000,298.3292634
26141,126.23,,5.140457573,1.013611352,10.42,,0
26143,0.24,0.236285591,0.118142795,,0.79,,
26145,36.3,1.777174935,0.722750809,0.697999069,3.81,,0
26147,10.53,,0.629578418,0.382454179,4.71,35000,0
26149,171.74,17.16126138,2.403538008,0.592872709,8.65,26000,
26151,14.85,,5.839214695,1.586243362,13.01,380000,220.6947286
26153,0.94,0.945514715,1.181893393,1.063704054,4.59,,0
26155,1.3,,3.902493415,0.348436912,6.8,106000,0
26157,73.18,11.18106626,1.62248911,0.44089378,21.45,,0
26159,109.4,,132.3493551,112.9435924,36.37,,2082.397484
26161,5.79,,0.874047963,0.278890304,5.34,1354000,69.00378658
26163,0.37,,0.0317983,0.00201894,0.9,,
26165,0.95,,0.914768784,0.473156268,6.93,,0
27001,6.56,,0.562008243,0.874235044,8.64,,
27003,2.53,,0.12233426,0.067283843,1.66,,
27005,,1.067235859,1.067235859,0.59639651,9.29,0,
27007,0.48,0.485695122,0.786363531,0.763235192,3.5,24000,0
27009,43.62,,0.783996358,,12.69,41000,
27011,,,,0,7.45,,0
27013,37.11,3.518249879,1.017124373,0.01667417,4.26,,
27015,398.24,14.73424362,0.655712412,,6.32,,
27017,0.71,,,,10.17,,
27019,1.31,,1.086956522,0.079257246,4.93,,0
27021,,,0.174581006,0.104748603,7.16,,
27023,460.47,,0.80567193,0,6.51,29000,
27025,,29.34577942,3.465406033,0.220343736,13.19,177000,
27027,32.09,,0.62224337,,2.05,,0
27029,,3.279883382,,0.485908649,48.01,8000,
27031,0,0,0,0,0,,0
27033,,0.530503979,,,9.53,,0
27035,0.67,0.66550879,0.275942669,0.633044946,2.81,69000,
27037,27.71,4.138012319,0.361275379,0.207541175,4.68,92000,160.5087577
27039,184.48,3.296420294,0.618078805,0.051506567,19.56,0,0
27041,4.5,,1.056435919,0.889630247,13.55,,
27043,402.62,8.62127029,,0,6.14,,
27045,72.8,2.70989826,9.555957022,0.380336598,20.15,13000,
27047,315.58,22.18664959,0.192092204,,10.59,,
27049,112.26,7.41453599,5.139870082,0.08748715,11.9,16000,0
27051,,,1.503508186,0,7.65,,0
27053,0.53,,0.128749385,0.027337198,0.77,,4.409225511
27055,1.79,1.792849093,10.65464604,,9.33,,
27057,,3.896866492,1.067634655,0.640580793,22.97,,
27059,3.09,3.084040093,0.462606014,0.745309689,16.9,,
27061,3.46,,0.224946575,0.652345068,6.55,27000,47.8686312
27063,2.39,2.378991674,1.006496477,0,2.86,31000,0
27065,2.43,,2.47494122,0.247494122,9.76,,0
27067,199.85,12.01370198,1.370198189,0.073403474,6.28,,0
27069,252.56,,0,0,2.23,,0
27071,0.67,0.672394471,0,0.821815465,7.39,,0
27073,,,,,6.48,9000,0
27075,0,0,0.464295663,0,1.12,0,0
27077,,10.62515444,0,,3.7,,0
27079,83.52,8.172733762,0.856531049,0.035688794,10.96,482000,0
27081,,,1.548253914,,20.64,,0
27083,,,,0,3,,0
27085,88.1,2.316061618,1.238823656,0.053861898,11.24,,
27087,,,,0,,,0
27089,160.61,,0.530503979,,2.09,9000,
27091,148.66,,0.441046751,,8.07,,
27093,136.95,6.3242127,2.882464292,0.860437102,10.36,,0
27095,2.06,,1.678108314,0.724637681,15.24,,
27097,89.13,,3.848856034,,8.97,,0
27099,383.22,6.987863185,1.077076656,0,8.22,,0
27101,,,,0,4.13,1000,0
27103,95.73,2.988549138,0.47187618,,12.19,,
27105,9.8,,,,20.84,,0
27107,13.09,13.20783361,,,12.48,,0
27109,63.41,4.427092661,0.515777786,0.39399692,3.79,,
27111,190.54,,0.45635652,0.91271304,13.86,94000,
27113,,,0,,4.8,,0
27115,1.28,1.277048599,3.831145796,0.603050727,,28000,
27117,,,0,0,7.53,0,
27119,203.35,107.9576892,0.81366965,,3.45,,
27121,233.08,,0.728929385,,10.08,,
27123,0.24,,,0,0.15,0,0
27125,,,2.181289384,,1.46,0,0
27127,612.04,29.1137617,3.526997563,,6.83,,0
27129,2510.64,89.15737299,0.92936803,0,10.79,,0
27131,8.76,1.952085182,3.678309268,0.274259902,25.86,,
27133,,,,0,3.9,,0
27135,,,0,,3.65,1000,0
27137,0.49,0.468293477,0.061081758,0.193425567,2.49,,193.9345814
27139,2.85,0.808394623,2.702574182,0.023776312,12.05,,
27141,121.44,47.05992094,0.384781316,0.326481117,3.49,,
27143,579.56,13.28197636,0.332049409,,4.68,,0
27145,11.05,4.196978176,0.566421445,0.191081933,5.46,129000,
27147,260.59,,0.275035067,0,7.37,19000,
27149,0.62,0.62754942,0,,16.76,,0
27151,64.77,,0.270611582,0,7.02,11000,0
27153,89.79,,2.165493691,0.166576438,12.02,13000,0
27155,,,,0,7.83,,0
27157,219.94,16.03639204,18.24197032,0.275697284,27.01,10000,
27159,,,0.22426553,0.971817298,8.46,,0
27161,299.41,12.09718933,0,0.257387007,4.88,12000,0
27163,6.69,6.625909958,1.709484769,0.463813697,12.49,,282.7054916
27165,112.86,,,0,5.1,,
27167,,,0.92506938,0,11.7,,0
27169,62.73,4.748586491,10.30201815,0.221332421,,150000,434.6163907
27171,3.13,,2.960851906,0.375439435,10.75,78000,
27173,0.49,,0,0,6.03,5000,0
28001,,,8.001771143,,1.83,86000,0
28003,1.43,,1.901672353,0,0.51,,0
28005,4.05,4.051924664,2.851354393,7.428528551,,15000,0
28007,1.33,,0.459911084,,1.58,52000,0
28009,1.75,,,0,1.75,21000,0
28011,4.05,,29.7453456,,1.52,,0
28013,978.96,832.9680866,0.753321463,0,,7000,0
28015,28.83,,2.808172751,0,2.52,44000,0
28017,186.51,117.4943028,0.741957708,0,26.72,36000,
28019,92.27,,0.666740749,0,1.88,,0
28021,1.21,,1.497426299,0,0.83,168000,0
28023,5.7,5.700794656,34.03201658,0.921340551,9.57,41000,0
28025,3.43,2.922015712,50.00958038,,2.77,79000,0
28027,0.43,,44.06053787,0,2.68,,0
28029,9.08,,1.19596788,0,6.83,109000,0
28031,19.6,19.65323613,11.87075165,9.949758644,62.6,,0
28033,0.42,0.420861363,0.287254581,0.307295598,0.26,,0
28035,2.81,,5.91424347,2.325258116,0.65,0,0
28037,0.6,,,0.360187297,1.2,53000,0
28039,9.07,,8.079891058,2.905129369,6.56,,0
28041,43.98,,7.519894867,2.774330145,5.92,0,0
28043,,,,,0.78,54000,0
28045,0.53,,1.585304479,0.100654253,0.53,43000,
28047,0.55,,1.458098118,0.243961942,0.12,,
28049,0.34,0.337404954,3.803839186,0.036150531,,149000,
28051,0.54,,3.181751432,0,0.2,30000,0
28053,107.16,,1.81396755,0,0.1,,
28055,,,0,0,0,,0
28057,1.74,1.740947075,0.522284123,0,1.61,,0
28059,0.19,,3.802368463,0.343587512,0.28,,
28061,1.55,,6.071070514,,0.66,,0
28063,,,8.572700957,,4.35,121000,0
28065,10.94,10.54039173,3.14638559,,5.08,16000,
28067,5.28,4.697083022,1.944652206,3.575168287,2.77,,0
28069,9.32,8.204922954,0.800480288,0.200120072,6.94,50000,0
28071,1.83,1.824396102,0.993025726,,0.86,89000,0
28073,1.53,1.535193792,10.40987571,5.825324389,0.29,,0
28075,1.23,1.090106959,1.410726652,,0.81,70000,0
28077,6.6,,0.377415459,0,4.28,,0
28079,1.23,,0.658964108,,2.36,,0
28081,0.55,,1.385491038,0,0.51,,0
28083,,,4.873183243,,,,0
28085,0.14,0.145717367,0.845160726,2.797773439,1.01,53000,0
28087,2.71,2.183956321,4.603107938,,2.56,14000,
28089,0.97,0.335176806,0.234623764,0.033517681,0.32,69000,0
28091,3.85,,1.598440546,0.155945419,1.71,185000,0
28093,10.11,,0,0,1.47,,
28095,9.2,,0.863604469,0,1.46,,0
28097,19.88,,,,,,
28099,4.21,,0.435204714,0.100431857,2.45,,0
28101,0.9,0.886446237,1.241024732,0,5.82,,1063.735484
28103,2.36,,9.702185101,0,,473000,1457.85877
28105,1.39,1.389806566,2.665694562,0.045567428,1.07,21000,0
28107,2.49,2.073274638,2.158477705,,0.99,23000,0
28109,2.19,2.101097824,33.02225413,2.013552081,10.77,106000,0
28111,11.71,11.3142576,7.050914159,,2.62,,0
28113,0.75,0.754223652,14.3302494,1.005631537,1,,0
28115,5.62,,1.631434621,0.312402374,,,0
28117,3.13,3.139594207,0.431694204,0.353204348,1.14,3000,
28119,0.56,0.56934639,32.22500569,0,0,,0
28121,1.72,,0.650999284,0,0.26,19000,
28123,0.49,,,,4.89,12000,
28125,0,0,154.3086172,0,,71000,0
28127,6.18,6.074111347,1.581425439,0.39535636,0.79,,0
28129,26.19,24.65804994,1.75680763,7.968377463,9.96,,760.7604467
28131,7.01,,10.07314256,,5.98,,0
28133,,,27.3884116,,2.87,,0
28135,3.46,,28.71903966,0,7.08,357000,0
28137,4.58,,0.111499294,,0.74,21000,0
28139,3.07,2.749813572,0,0,0.14,,0
28141,1.63,,0.260606692,,,2000,0
28143,0,0,,0,0,48000,0
28145,0.48,0.484676758,0.559242413,0,0.48,10000,0
28147,2.15,2.147319105,1.496616346,,2.87,,0
28149,,0.36815086,0.695396069,,0.82,,
28151,,,4.722252262,,,,0
28153,3.7,3.501135503,9.793716881,16.98523846,4.03,,
28155,30.91,,15.33272002,,0.41,,0
28157,1.07,,15.17227878,0,0.88,346000,0
28159,5.23,5.228161007,2.334906858,0.203035379,2.54,15000,0
28161,7.45,,0.727802038,,1.31,,0
28163,,,,0,1.57,222000,100.6676221
29001,0.24,,0.649640668,1.17747371,1.99,22000,0
29003,4.69,,,,10.4,,380.1603802
29005,,,,,4.92,,0
29007,1.63,,1.712262132,0.194575242,8.44,10000,566.291785
29009,,,1.524094549,0.30481891,8.39,,0
29011,,6.838547398,3.615783682,0.314415972,5.43,,588.5867002
29013,5.18,5.194498554,61.27147158,0.177085178,7.59,5000,354.1703559
29015,3.09,3.066824492,2.42117723,,1.41,8000,2082.212418
29017,,,2.886836028,,7.35,,0
29019,0.58,0.564626788,0.820678471,,2.36,258000,31.54688044
29021,1.13,1.137208098,0.078816403,0.045037944,1.02,,0
29023,22.8,7.538910506,,0,2.43,,0
29025,0.54,,0.649210128,,17.79,,0
29027,1.85,1.52696481,1.642643963,0.046271661,10.4,23000,
29029,,,0.569278749,,1.34,66000,0
29031,1.45,1.445424886,5.272359346,0.096361659,4.06,7000,
29033,3.86,3.862573694,8.436674121,1.016466762,4.16,,0
29035,0.68,0.673854447,0.505390836,,2.2,,0
29037,1.1,,1.450459653,0.439223698,2.7,47000,0
29039,1.82,,27.70324171,,4.89,,
29041,51.78,,119.1489362,1.547388781,15.72,72000,0
29043,0.74,0.709539209,1.691978113,0.040934954,4.26,195000,
29045,,,0.833333333,0.416666667,4.58,3000,
29047,0.51,0.490276938,0.169535016,0.032074192,0.83,,0
29049,3.29,,0.572000572,,,,0
29051,0.26,,2.024814166,0.054357427,2.63,,
29053,2.16,,4.730962152,,6.32,62000,0
29055,0.08,0.083399358,1.626287478,0.208498395,3.37,8000,
29057,,0.663305917,5.5717697,,36.56,,
29059,4.04,,0.654411327,0.773395205,16.35,,378.368731
29061,8.04,,0.994406464,0.372902424,11.06,10000,2530.76445
29063,0.74,0.73158836,,,4.83,,
29065,1.8,1.801681569,1.33457894,0.066728947,14.31,,0
29067,0.75,0.744823477,0.744823477,,5.17,,0
29069,132.53,,11.04130973,0.222095311,7.24,,0
29071,1.84,,1.450043501,0.0900027,4.24,34000,0
29073,1.24,1.234327292,15.13675047,0.129929189,5.01,109000,
29075,5.78,3.533001445,1.124136824,0.481772924,39.99,4000,4779.18741
29077,0.22,0.216072782,1.190295679,0.056861259,0.96,53000,
29079,3.27,,,0.297914598,11.79,9000,834.1608739
29081,0.45,0.456516777,0.913033554,0,7.35,25000,0
29083,1.88,1.831338217,3.17134179,0.089333572,4.43,36000,0
29085,,0,,,0.66,,
29087,,,,0,2.62,46000,0
29089,2.94,2.953457582,32.18250331,0,12.16,18000,
29091,0.57,,3.710430721,0.103788272,14.87,29000,0
29093,0,0,0.892237533,,8.2,,0
29095,0.27,,0.21306217,0.016052629,0.3,,10.33205593
29097,1.82,,1.43504466,0.060880683,2.23,0,0
29099,0.33,0.310323107,0.463168816,0.027790129,1.52,,72.25433526
29101,1.62,,3.28789248,0.288411621,10.42,34000,
29103,3.71,,,0,47.22,36000,0
29105,0.57,0.566957705,1.19061118,0.963828098,7.21,,0
29107,4.81,4.808281269,32.73918902,0.551267916,22.53,25000,417.0341786
29109,1.38,,4.260758415,0.905411163,9.99,,
29111,5.88,,4.601380414,0.300090027,6.18,5000,0
29113,0.21,0.213629566,0.776834787,,1.85,90000,0
29115,2.05,2.038256507,,,16.32,67000,226.4032612
29117,,,3.535067873,,1.48,6000,691.459276
29119,5.17,5.14475061,13.42867108,,19.73,,0
29121,1.29,1.293410076,,0.194011511,7.91,,0
29123,0,0,2.275682705,0,1.23,0,0
29125,3.18,2.54791182,1.883239171,1.218566523,17.34,,166.1681622
29127,,,,0,1.56,8000,0
29129,,,0,0,11.16,17000,0
29131,1.41,,,,3.62,0,0
29133,358.67,,,0,0,,0
29135,7.01,,2.120469154,0.728911272,14.54,,3339.738917
29137,2.62,2.610114192,1.08754758,0.326264274,9.16,,0
29139,,1.675884029,6.535947712,,7.23,3000,0
29141,5.82,5.634481098,1.155790994,0.288947749,20.25,,4321.69516
29143,,,,0,0,,0
29145,68.38,9.761756045,3.105202106,0.231997858,3.8,,0
29147,2.63,,0.49884359,0.136048252,6.35,5000,306.1085665
29149,1.75,1.740139211,1.643464811,0.773395205,9.24,27000,
29151,0.67,,,0.972762646,24.18,192000,0
29153,0.43,0.427350427,1.816239316,,4.88,,
29155,,,0,0,0.27,0,0
29157,1.97,1.974175648,4.535268381,0.213424394,15.26,,0
29159,1.87,,1.985586116,,7.63,,
29161,0.09,0.094226284,2.214317684,,1.96,,0
29163,3.58,3.578011493,4.282771333,,11.56,61000,0
29165,1.84,1.779643615,0.501950763,0.045631888,2.74,329000,
29167,1.06,,7.452058424,0.629284934,9.68,,0
29169,0.27,0.270258096,0.788252781,,1.11,,0
29171,,,,0.819672131,38.02,31000,0
29173,0.81,0.822283894,0.92506938,,3.86,,0
29175,0.51,0.468603561,11.12933458,,3.67,,0
29177,0.43,0.425170068,5.909863946,0.042517007,5.93,,0
29179,0.93,0.937060753,2.655005466,,6.85,0,0
29181,0,0,,,3.62,,0
29183,0.18,0.154144599,0.695104891,0.058167773,0.7,1145000,0
29185,4.26,4.238635159,34.65084243,3.390908128,20.75,,
29186,0.5,,23.55712603,,7.41,,0
29187,0.16,0.15938795,1.259164807,0.03187759,2.1,18000,
29189,0.49,,0.055349254,0.009057151,,,
29195,0.71,0.48436812,,0,2.56,50000,
29197,,,2.936857562,0,15.17,44000,0
29199,1.67,1.457422444,,,19.78,122000,
29201,68.62,,,0.293937538,3.83,,0
29203,0,0,,,5.35,0,0
29205,0,0,1.239349342,,9.7,,0
29207,3.13,,4.285907127,0.438714903,2.46,8000,
29209,0.7,,0.476917207,,6.38,,
29211,1.65,1.618122977,,0.147102089,16.37,40000,0
29213,0.13,0.130775937,0.217959895,,1.73,185000,0
29215,1.06,0.978712992,0.897153576,1.427289781,5.05,,
29217,4.8,,482.6433915,0.149625935,12.91,35000,1187.780549
29219,6.54,6.532514854,8.567770738,0.164133539,8.15,23000,126.6454387
29221,0.25,0.246862785,0.493725571,,3.25,,0
29223,1.19,,0.399392923,,2.53,,0
29225,1.25,1.253761284,1.476652179,0.362197704,9.09,153000,
29227,,,1.93236715,0.483091787,15.29,46000,0
29229,0.66,0.661886376,9.652509653,0.661886376,7.12,,0
29510,,,,,,0,
30001,137.96,137.1796319,0,0,22.82,402000,0
30003,0,0,0,0,0.78,117000,0
30005,5.06,5.082396427,0,,23.76,,0
30007,,,3.055434308,0,19.22,,0
30009,1.85,1.845585974,1.127858095,,11.43,,0
30011,,,0,0,16.64,404000,0
30013,0.44,0.440205429,,,3.33,,
30015,,,0,0,21.35,,0
30017,0,0,,0,10.48,178000,0
30019,0,0,0,0,0,19000,0
30021,0,0,0,0,3.74,,0
30023,0,0,0,0,0,,0
30025,1.12,1.131221719,0,0,7.43,,0
30027,0.99,0.982318271,0,,12.18,309000,
30029,3.42,3.405963303,0.963302752,0.194954128,5.44,318000,393.3486239
30031,61.91,61.86712486,0.09163803,0.057273769,5.57,2586000,69.46162658
30033,0,0,0,0,105.39,385000,0
